Intersection 1 Lat,Intersection 1 Lon,Intersection 2 Lat,Intersection 2 Lon,Road Name,Distance (ft)
34.0219465,-118.2959543,34.0228946,-118.2959452,Budlong Avenue,345.9
34.0219465,-118.2959543,34.0220363,-118.2944101,West 36th Place,468.1
34.0219465,-118.2959543,34.0218792,-118.2977289,West 36th Place,537.3
34.0178453,-118.2731472,34.0173803,-118.2734378,South Main Street,191.0
34.0141326,-118.2915063,34.0141342,-118.2916107,West 39th Place,31.6
34.0141326,-118.2915063,34.0154604,-118.2915488,South Vermont Avenue,486.6
34.0141376,-118.2925292,34.014134,-118.29335,West 39th Place,248.2
34.0141376,-118.2925292,34.0141342,-118.2916107,West 39th Place,277.8
34.0141376,-118.2925292,34.0154921,-118.2925073,Wisconsin Street,495.7
34.0141374,-118.2947884,34.014134,-118.29335,West 39th Place,435.0
34.0141374,-118.2947884,34.0141344,-118.2959172,West 39th Place,341.3
34.0141374,-118.2947884,34.0154961,-118.2947907,Walton Avenue,495.7
34.0141344,-118.2959172,34.0141374,-118.2947884,West 39th Place,341.3
34.0141344,-118.2959172,34.0132256,-118.2959245,South Budlong Avenue,331.5
34.0141344,-118.2959172,34.0155036,-118.295897,South Budlong Avenue,500.1
34.0120911,-118.2959134,34.0132256,-118.2959245,South Budlong Avenue,413.9
34.0120911,-118.2959134,34.012091,-118.291613,Browning Boulevard,1300.4
34.0268778,-118.2937337,34.0268814,-118.2915504,West 30th Place,660.1
34.0268778,-118.2937337,34.0255051,-118.293743,South Catalina Street,500.8
34.0268778,-118.2937337,34.027173,-118.2937357,South Catalina Street,107.7
34.0181349,-118.290131,34.0154418,-118.2901351,Bill Robertson Lane,982.5
34.0181349,-118.290131,34.0183317,-118.2901341,Bill Robertson Lane,71.8
34.0181349,-118.290131,34.0181535,-118.2829919,Exposition Boulevard,2158.8
34.0181547,-118.2915533,34.0176168,-118.2915601,South Vermont Avenue,196.3
34.0181547,-118.2915533,34.0183476,-118.2915525,South Vermont Avenue,70.4
34.0181547,-118.2915533,34.0181349,-118.290131,Exposition Boulevard,430.2
34.0181727,-118.2930944,34.0173122,-118.2930905,Wisconsin Street,313.9
34.0181727,-118.2930944,34.0181547,-118.2915533,Exposition Boulevard,466.1
34.0181797,-118.2977198,34.0181906,-118.2958637,Exposition Boulevard,561.3
34.0181797,-118.2977198,34.0183642,-118.2977196,Raymond Avenue,67.3
34.0183642,-118.2977196,34.0190332,-118.2977159,Raymond Avenue,244.1
34.0183642,-118.2977196,34.0181797,-118.2977198,Raymond Avenue,67.3
34.0173803,-118.2734378,34.0178453,-118.2731472,South Main Street,191.0
34.0173803,-118.2734378,34.017092,-118.2736209,South Main Street,118.9
34.0173803,-118.2734378,34.0178587,-118.2746093,West 35th Street,394.9
34.017092,-118.2736209,34.0173803,-118.2734378,South Main Street,118.9
34.017092,-118.2736209,34.016846,-118.2737777,South Main Street,101.5
34.0140691,-118.27404,34.0148892,-118.2740424,South Main Street,299.2
34.0140691,-118.27404,34.0140478,-118.2755653,West 37th Place,461.3
34.0140691,-118.27404,34.0130873,-118.274037,South Main Street,358.2
34.028686,-118.2915568,34.0286605,-118.293735,West 29th Street,658.6
34.028686,-118.2915568,34.0283924,-118.2915603,South Vermont Avenue,107.1
34.028686,-118.2915568,34.0295966,-118.2915559,South Vermont Avenue,332.2
34.0283924,-118.2915603,34.0283937,-118.290337,West 29th Street,369.9
34.0283924,-118.2915603,34.0277678,-118.2915609,South Vermont Avenue,227.9
34.0283924,-118.2915603,34.028686,-118.2915568,South Vermont Avenue,107.1
34.0263906,-118.2915491,34.0268814,-118.2915504,South Vermont Avenue,179.1
34.0263906,-118.2915491,34.0263933,-118.2927392,31st Street,359.8
34.0263906,-118.2915491,34.02549,-118.2915534,South Vermont Avenue,328.6
34.0199617,-118.2915575,34.0199597,-118.2944316,West 37th Place,869.1
34.0199617,-118.2915575,34.0213701,-118.2915572,South Vermont Avenue,525.4
34.0199617,-118.2915575,34.019633,-118.2915621,South Vermont Avenue,119.9
34.0120913,-118.2915047,34.012091,-118.291613,Browning Boulevard,32.8
34.0120913,-118.2915047,34.0132224,-118.291509,South Vermont Avenue,412.6
34.0315751,-118.2738295,34.0321166,-118.2734905,South Figueroa Street,222.6
34.0315751,-118.2738295,34.0307527,-118.2743607,South Figueroa Street,340.4
34.0118475,-118.2872504,34.0110814,-118.2872312,South Hoover Street,279.5
34.0118475,-118.2872504,34.0137084,-118.2854562,South Coliseum Drive,939.2
34.0118475,-118.2872504,34.0118497,-118.2883833,South Park Drive,342.6
34.0291244,-118.2970119,34.0291223,-118.298095,West 29th Street,327.5
34.0291244,-118.2970119,34.0291265,-118.295917,West 29th Street,331.0
34.0291244,-118.2970119,34.0273179,-118.297002,Van Buren Place,659.1
34.0291223,-118.298095,34.0291244,-118.2970119,West 29th Street,327.5
34.0291223,-118.298095,34.0273164,-118.2980881,Raymond Avenue,658.8
34.0291223,-118.298095,34.0309171,-118.2981006,Raymond Avenue,654.8
34.0257995,-118.2775312,34.0252709,-118.2763482,West 29th Street,406.4
34.0257995,-118.2775312,34.0260891,-118.2773482,South Figueroa Street,119.3
34.0257995,-118.2775312,34.0250489,-118.2780079,South Figueroa Street,309.5
34.028393,-118.2882305,34.0283967,-118.2888526,West 29th Street,188.1
34.028393,-118.2882305,34.0283978,-118.287451,West 29th Street,235.7
34.028393,-118.2882305,34.0274328,-118.2882375,Orchard Avenue,350.3
34.0286605,-118.293735,34.0277744,-118.2937341,South Catalina Street,323.3
34.0286605,-118.293735,34.0286572,-118.2948204,West 29th Street,328.2
34.0286605,-118.293735,34.028686,-118.2915568,West 29th Street,658.6
34.0286572,-118.2948204,34.0271706,-118.294828,Walton Avenue,542.3
34.0286572,-118.2948204,34.0291023,-118.2948208,Walton Avenue,162.4
34.0286572,-118.2948204,34.0286532,-118.2959186,West 29th Street,332.0
34.0286572,-118.2948204,34.0286605,-118.293735,West 29th Street,328.2
34.0118524,-118.2901303,34.0118497,-118.2883833,South Park Drive,528.3
34.0118524,-118.2901303,34.0154418,-118.2901351,Bill Robertson Lane,1309.5
34.0326021,-118.2826186,34.0314351,-118.2833754,Toberman Street,483.3
34.0143811,-118.2854371,34.0154418,-118.2901351,Exposition Park Drive,1600.8
34.0143811,-118.2854371,34.0137084,-118.2854562,Exposition Park Drive,246.2
34.0209628,-118.292165,34.0209646,-118.2944339,West 37th Street,686.1
34.0209699,-118.2977342,34.0209646,-118.2944339,West 37th Street,997.9
34.0209699,-118.2977342,34.0199675,-118.2977281,Raymond Avenue,365.7
34.0209699,-118.2977342,34.0218792,-118.2977289,Raymond Avenue,331.7
34.0218792,-118.2977289,34.0209699,-118.2977342,Raymond Avenue,331.7
34.0218792,-118.2977289,34.0219465,-118.2959543,West 36th Place,537.3
34.0322478,-118.2733993,34.0321166,-118.2734905,South Figueroa Street,55.2
34.0321166,-118.2734905,34.0322478,-118.2733993,South Figueroa Street,55.2
34.0321166,-118.2734905,34.0324046,-118.2741891,West 21st Street,236.2
34.0321166,-118.2734905,34.0315751,-118.2738295,South Figueroa Street,222.6
34.0281597,-118.2760241,34.0301666,-118.2805426,West Adams Boulevard,1550.1
34.0281597,-118.2760241,34.0276748,-118.2749528,West Adams Boulevard,369.1
34.0281597,-118.2760241,34.0273404,-118.2765547,South Figueroa Street,339.3
34.0281597,-118.2760241,34.0294421,-118.2752163,South Figueroa Street,527.8
34.0235169,-118.2789765,34.023003,-118.279291,South Figueroa Street,210.2
34.0235169,-118.2789765,34.0242511,-118.2806546,West 32nd Street,573.8
34.0235169,-118.2789765,34.0241479,-118.2785786,South Figueroa Street,259.7
34.0212019,-118.2804568,34.0219044,-118.2800026,South Figueroa Street,290.8
34.0212019,-118.2804568,34.0204134,-118.2809696,South Figueroa Street,336.5
34.0219213,-118.2734113,34.0225345,-118.2747972,West 31st Street,475.0
34.0219213,-118.2734113,34.0227478,-118.2728666,South Hill Street,343.6
34.0219213,-118.2734113,34.0210506,-118.273985,South Hill Street,361.9
34.0183103,-118.2757649,34.0169738,-118.27662,South Hill Street,551.9
34.0183103,-118.2757649,34.0178587,-118.2746093,West 35th Street,386.4
34.0183103,-118.2757649,34.0196638,-118.2748989,South Hill Street,558.9
34.0146224,-118.2781349,34.0151595,-118.2793402,West 38th Street,413.8
34.0146224,-118.2781349,34.0141138,-118.2769934,West 38th Street,391.9
34.0146224,-118.2781349,34.0131073,-118.2791137,South Hill Street,627.0
34.0146224,-118.2781349,34.0154623,-118.2775922,South Hill Street,347.6
34.0219815,-118.2770062,34.0208945,-118.2776687,South Hope Street,445.2
34.0219815,-118.2770062,34.0224634,-118.274843,"['South Hope Street', 'West 31st Street']",1002.7
34.0219815,-118.2770062,34.0213336,-118.2755701,West 33rd Street,494.4
34.0198695,-118.2733171,34.0203749,-118.2744303,West 33rd Street,383.8
34.0198695,-118.2733171,34.0191581,-118.2737797,Broadway,294.8
34.0198695,-118.2733171,34.0205513,-118.2728845,Broadway,281.0
34.0202487,-118.2762038,34.0208481,-118.277558,West Jefferson Boulevard,464.2
34.0202487,-118.2762038,34.0196638,-118.2748989,West Jefferson Boulevard,448.6
34.0202487,-118.2762038,34.0209921,-118.2757899,South Grand Avenue,300.2
34.0202487,-118.2762038,34.0186793,-118.2771007,South Grand Avenue,637.2
34.0151595,-118.2793402,34.0154677,-118.2801415,West 38th Street,268.9
34.0151595,-118.2793402,34.0146224,-118.2781349,West 38th Street,413.8
34.0151595,-118.2793402,34.0165885,-118.2784289,South Grand Avenue,589.7
34.0151595,-118.2793402,34.0136286,-118.2803164,South Grand Avenue,631.7
34.0208481,-118.277558,34.0208945,-118.2776687,West Jefferson Boulevard,37.5
34.0208481,-118.277558,34.0202487,-118.2762038,West Jefferson Boulevard,464.2
34.0208481,-118.277558,34.0193072,-118.2784968,South Hope Street,629.7
34.0193072,-118.2784968,34.0186793,-118.2771007,West 35th Street,480.3
34.0193072,-118.2784968,34.0208481,-118.277558,South Hope Street,629.7
34.0180745,-118.2787504,34.0184237,-118.2806427,Exposition Boulevard,663.8
34.0180745,-118.2787504,34.0185619,-118.278809,South Hope Street,184.7
34.0270755,-118.2736289,34.0272921,-118.2741073,West Adams Boulevard,164.8
34.0270755,-118.2736289,34.0279909,-118.2730463,South Hope Street,377.6
34.0208945,-118.2776687,34.0208481,-118.277558,West Jefferson Boulevard,37.5
34.0208945,-118.2776687,34.0219815,-118.2770062,South Hope Street,445.2
34.0208945,-118.2776687,34.0213554,-118.2787529,West Jefferson Boulevard,368.5
34.0297019,-118.2969934,34.0309217,-118.2969976,Van Buren Place,445.0
34.0247538,-118.281786,34.0262914,-118.2808153,Royal Street,633.1
34.0247538,-118.281786,34.0242511,-118.2806546,West 32nd Street,388.3
34.0247538,-118.281786,34.0255164,-118.2839646,West 32nd Street,726.0
34.0255189,-118.2980869,34.0245622,-118.2980834,Raymond Avenue,349.0
34.0255189,-118.2980869,34.0273164,-118.2980881,Raymond Avenue,655.8
34.0255189,-118.2980869,34.0255152,-118.2970054,West Jefferson Boulevard,327.0
34.0317181,-118.2839972,34.0302921,-118.2839955,South Hoover Street,520.3
34.0317181,-118.2839972,34.0321163,-118.2849356,West Adams Boulevard,318.8
34.0317181,-118.2839972,34.0314351,-118.2833754,West Adams Boulevard,214.5
34.0322771,-118.279607,34.0312666,-118.2802529,Saint James Park,417.5
34.0141138,-118.2769934,34.0146224,-118.2781349,West 38th Street,391.9
34.0141138,-118.2769934,34.0136051,-118.2758519,West 38th Street,391.9
34.0141138,-118.2769934,34.0149448,-118.2764545,Broadway,344.2
34.0141138,-118.2769934,34.0125938,-118.2779542,Broadway,626.0
34.0173122,-118.2930905,34.0168301,-118.2930921,Wisconsin Street,175.9
34.0173122,-118.2930905,34.0173135,-118.2948991,West 38th Street,546.9
34.0173122,-118.2930905,34.0181727,-118.2930944,Wisconsin Street,313.9
34.0173135,-118.2948991,34.0173131,-118.2958644,West 38th Street,291.9
34.0173135,-118.2948991,34.0173122,-118.2930905,West 38th Street,546.9
34.0173135,-118.2948991,34.0154974,-118.294906,Walton Avenue,662.5
34.0168301,-118.2930921,34.0173122,-118.2930905,Wisconsin Street,175.9
34.0168301,-118.2930921,34.0168289,-118.2916134,West 38th Street,447.1
34.0168301,-118.2930921,34.0154982,-118.2930854,Wisconsin Street,485.9
34.0199597,-118.2944316,34.0199675,-118.2977281,West 37th Place,996.8
34.0199597,-118.2944316,34.0199617,-118.2915575,West 37th Place,869.1
34.0199597,-118.2944316,34.0190242,-118.2944296,South Catalina Street,341.3
34.0199597,-118.2944316,34.0209646,-118.2944339,South Catalina Street,366.6
34.0199675,-118.2977281,34.0199597,-118.2944316,West 37th Place,996.8
34.0199675,-118.2977281,34.0190332,-118.2977159,Raymond Avenue,340.9
34.0199675,-118.2977281,34.0209699,-118.2977342,Raymond Avenue,365.7
34.0315851,-118.294256,34.030478,-118.294249,South Catalina Street,403.9
34.0315851,-118.294256,34.0315874,-118.2915631,Dana Street,814.1
34.0241553,-118.2938238,34.024154,-118.2948595,West 35th Street,313.2
34.0241553,-118.2938238,34.0241784,-118.2924588,West 35th Street,414.2
34.0241553,-118.2938238,34.0230804,-118.2938385,South Catalina Street,392.2
34.0241553,-118.2938238,34.0255051,-118.293743,South Catalina Street,493.0
34.0241784,-118.2924588,34.0241553,-118.2938238,West 35th Street,414.2
34.024154,-118.2948595,34.0241547,-118.2959085,West 35th Street,317.2
34.024154,-118.2948595,34.0241553,-118.2938238,West 35th Street,313.2
34.024154,-118.2948595,34.0255129,-118.2948454,Walton Avenue,496.3
34.0137084,-118.2854562,34.0118475,-118.2872504,South Coliseum Drive,939.2
34.0110977,-118.2804323,34.0110913,-118.2815982,West Martin Luther King Junior Boulevard,352.6
34.0110977,-118.2804323,34.0111003,-118.2799533,West Martin Luther King Junior Boulevard,144.9
34.0175842,-118.2826952,34.0171146,-118.28164,37th Place,362.2
34.0175842,-118.2826952,34.0178126,-118.2826409,South Figueroa Street,86.1
34.0168198,-118.2782814,34.0186793,-118.2771007,South Grand Avenue,766.6
34.0168198,-118.2782814,34.0165885,-118.2784289,South Grand Avenue,95.4
34.0168198,-118.2782814,34.0162746,-118.2770674,West 37th Street,417.5
34.0168198,-118.2782814,34.017066,-118.2793886,West 37th Street,348.7
34.0178208,-118.2810919,34.0171146,-118.28164,South Flower Street,306.4
34.0178208,-118.2810919,34.0176763,-118.2807601,West 37th Street,113.5
34.017066,-118.2793886,34.0168198,-118.2782814,West 37th Street,348.7
34.017066,-118.2793886,34.0180745,-118.2787504,South Hope Street,415.5
34.017066,-118.2793886,34.0165885,-118.2784289,West 37th Street,338.5
34.0218446,-118.277911,34.0184237,-118.2806427,Unnamed Road,1519.3
34.0218446,-118.277911,34.0180716,-118.2802731,Harbor Freeway,1551.6
34.0184237,-118.2806427,34.0178208,-118.2810919,South Flower Street,258.5
34.0184237,-118.2806427,34.0183751,-118.2822537,Exposition Boulevard,487.6
34.0176763,-118.2807601,34.017066,-118.2793886,West 37th Street,470.7
34.0180716,-118.2802731,34.0170936,-118.2805703,Unnamed Road,369.0
34.0180716,-118.2802731,34.0137383,-118.281277,Harbor Freeway,1623.8
34.0137383,-118.281277,34.0110913,-118.2815982,Unnamed Road,975.2
34.0156816,-118.2804847,34.0218191,-118.2773745,Harbor Freeway,2440.1
34.0238442,-118.276362,34.0272921,-118.2741073,Unnamed Road,1441.5
34.0238442,-118.276362,34.0320901,-118.2744793,Harbor Freeway,3135.3
34.0139805,-118.2815754,34.0125725,-118.2816964,Flower Drive,519.0
34.0139805,-118.2815754,34.0157486,-118.2827774,"['West 38th Street', 'Flower Drive']",1000.8
34.0139805,-118.2815754,34.0140189,-118.2827882,West 39th Street,368.2
34.0139805,-118.2815754,34.0138286,-118.2809772,West 39th Street,189.4
34.0154677,-118.2801415,34.0151595,-118.2793402,West 38th Street,268.9
34.0254907,-118.2746765,34.0239808,-118.2756341,South Hope Street,622.3
34.0254907,-118.2746765,34.0248703,-118.2733079,West 28th Street,471.7
34.0254907,-118.2746765,34.0260271,-118.2758599,West 28th Street,407.8
34.0154418,-118.2901351,34.0181349,-118.290131,Bill Robertson Lane,982.5
34.0154418,-118.2901351,34.0118524,-118.2901303,Bill Robertson Lane,1309.5
34.0181764,-118.2823876,34.0183751,-118.2822537,South Figueroa Street,83.0
34.0181764,-118.2823876,34.0178208,-118.2810919,West 37th Street,422.4
34.0181764,-118.2823876,34.0178126,-118.2826409,South Figueroa Street,153.2
34.0183751,-118.2822537,34.0181764,-118.2823876,South Figueroa Street,83.0
34.0183751,-118.2822537,34.0192858,-118.2816845,South Figueroa Street,374.2
34.0183751,-118.2822537,34.0183317,-118.2901341,Exposition Boulevard,2383.9
34.0125725,-118.2816964,34.0139805,-118.2815754,Flower Drive,519.0
34.0111237,-118.2820064,34.0110913,-118.2815982,West Martin Luther King Junior Boulevard,124.1
34.0111237,-118.2820064,34.0111418,-118.2827383,West Martin Luther King Junior Boulevard,221.7
34.0111237,-118.2820064,34.0116052,-118.2816899,Flower Drive,200.6
34.0118518,-118.2807451,34.0138773,-118.280675,Harbor Freeway,739.2
34.0170936,-118.2805703,34.0141468,-118.2811404,Harbor Transitway,1092.0
34.0131426,-118.2808343,34.0199937,-118.2787475,Harbor Transitway,2626.6
34.0131426,-118.2808343,34.0144362,-118.2807827,Harbor Transitway,472.2
34.0220568,-118.2915579,34.0213701,-118.2915572,South Vermont Avenue,250.5
34.0220568,-118.2915579,34.0231119,-118.291561,South Vermont Avenue,384.9
34.0220568,-118.2915579,34.0220736,-118.2938304,West 36th Place,688.1
34.0132964,-118.2804815,34.0136286,-118.2803164,South Grand Avenue,131.4
34.019028,-118.2919687,34.0190242,-118.2944296,West 37th Drive,744.1
34.0140189,-118.2827882,34.0157486,-118.2827774,South Figueroa Street,631.2
34.0140189,-118.2827882,34.0139805,-118.2815754,West 39th Street,368.2
34.0140189,-118.2827882,34.0111418,-118.2827383,South Figueroa Street,1049.7
34.0222886,-118.2808654,34.0219044,-118.2800026,West Jefferson Boulevard,296.1
34.0222886,-118.2808654,34.0230161,-118.2823196,West Jefferson Boulevard,518.2
34.0199937,-118.2787475,34.0272921,-118.2741073,Harbor Transitway,3019.0
34.020337,-118.2786254,34.0170936,-118.2805703,Harbor Transitway,1324.7
34.020337,-118.2786254,34.0141468,-118.2811404,Harbor Transitway,2402.3
34.0144362,-118.2807827,34.0156816,-118.2804847,Unnamed Road,467.2
34.0144362,-118.2807827,34.0199937,-118.2787475,Harbor Transitway,2135.4
34.0178126,-118.2826409,34.0181764,-118.2823876,South Figueroa Street,153.2
34.0178126,-118.2826409,34.0174972,-118.2828224,South Figueroa Street,132.8
34.0218191,-118.2773745,34.0238442,-118.276362,Harbor Freeway,799.8
34.0311617,-118.2746045,34.0218446,-118.277911,Harbor Freeway,3625.5
34.0272921,-118.2741073,34.0270755,-118.2736289,West Adams Boulevard,164.8
34.0272921,-118.2741073,34.0276748,-118.2749528,West Adams Boulevard,291.3
34.0310851,-118.2749725,34.0299975,-118.2749428,Figueroa Way,396.9
34.0310851,-118.2749725,34.0319473,-118.2766985,West 23rd Street,612.2
34.0310851,-118.2749725,34.0307527,-118.2743607,West 23rd Street,221.5
34.0164067,-118.2740542,34.0160607,-118.2742823,Broadway Place,144.0
34.0164067,-118.2740542,34.016846,-118.2737777,South Main Street,180.8
34.0164067,-118.2740542,34.0148892,-118.2740424,South Main Street,553.6
34.0164067,-118.2740542,34.0169801,-118.2742446,Broadway Place,218.0
34.0120626,-118.274034,34.012071,-118.2767966,West 39th Street,836.4
34.0120626,-118.274034,34.0130873,-118.274037,South Main Street,373.8
34.0120626,-118.274034,34.0111326,-118.274031,South Main Street,339.3
34.0157486,-118.2827774,34.0139805,-118.2815754,"['West 38th Street', 'Flower Drive']",1000.8
34.0157486,-118.2827774,34.0160548,-118.2825121,South Flower Street,137.5
34.0157486,-118.2827774,34.0140189,-118.2827882,South Figueroa Street,631.2
34.0157486,-118.2827774,34.0161573,-118.2827847,South Figueroa Street,149.1
34.0204134,-118.2809696,34.0200302,-118.2812043,South Figueroa Street,156.8
34.0204134,-118.2809696,34.0212019,-118.2804568,South Figueroa Street,334.2
34.0154623,-118.2775922,34.0149448,-118.2764545,West 37th Place,392.4
34.0154623,-118.2775922,34.0146224,-118.2781349,South Hill Street,347.6
34.0154623,-118.2775922,34.0162746,-118.2770674,South Hill Street,336.2
34.0149448,-118.2764545,34.0154623,-118.2775922,West 37th Place,392.4
34.0149448,-118.2764545,34.0144261,-118.2753142,West 37th Place,393.3
34.0149448,-118.2764545,34.0141138,-118.2769934,Broadway,344.2
34.0149448,-118.2764545,34.0157624,-118.2759344,Broadway,337.2
34.0183317,-118.2901341,34.0183476,-118.2915525,Exposition Boulevard,429.0
34.0183317,-118.2901341,34.0181349,-118.290131,Bill Robertson Lane,71.8
34.0165228,-118.2754708,34.0160607,-118.2742823,West 36th Place,397.0
